Year,Units,general.territorio,Serie,DIM_DES.TIPO_ENFERMEDAD,Value
2014,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,16.15
2014,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,21.21
2014,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,26.75
2015,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,21.95
2015,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,27.17
2015,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,39.70
2015,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,22.76
2015,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,28.10
2015,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,23.64
2016,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,20.05
2016,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,21.08
2016,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,23.38
2016,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,14.87
2016,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,21.71
2016,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,24.57
2017,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,21.01
2017,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,24.18
2017,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,7.66
2017,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,17.25
2017,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,26.32
2017,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,17.06
2018,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,21.24
2018,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,20.67
2018,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,7.46
2018,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,15.04
2018,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,21.77
2018,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,20.98
2019,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,20.48
2019,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,21.03
2019,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,7.51
2019,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,14.73
2019,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,22.76
2019,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,16.48
2020,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,23.86
2020,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,19.50
2020,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,14.93
2020,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,15.15
2020,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,20.53
2020,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,17.27
2021,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,22.70
2021,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,19.76
2021,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,0.00
2021,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,15.04
2021,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,20.69
2021,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,21.16
2022,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,23.15
2022,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,23.53
2022,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,26.06
2022,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,20.96
2022,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,24.05
2022,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,22.43
2023,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,22.16
2023,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,21.54
2023,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,17.49
2023,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,17.49
2023,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,22.65
2023,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_C,TIPO_ENFERMEDAD.NCD_DIABTS,17.99
2010,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,68.24
2010,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,42.85
2010,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,71.14
2010,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,32.34
2010,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,45.16
2010,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,33.26
2011,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,70.29
2011,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,48.11
2011,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,19.21
2011,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,37.82
2011,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,52.40
2011,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,26.60
2012,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,78.07
2012,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,54.42
2012,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,18.52
2012,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,36.15
2012,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,58.58
2012,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,46.74
2013,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,70.81
2013,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,48.35
2013,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,42.79
2013,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,43.63
2013,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,49.47
2013,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,45.73
2014,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,72.69
2014,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,51.76
2014,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,16.38
2014,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,44.93
2014,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,54.57
2014,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,40.66
2015,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,85.27
2015,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,59.93
2015,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,23.82
2015,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,48.28
2015,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,62.68
2015,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,56.96
2016,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,76.85
2016,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,50.47
2016,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,15.58
2016,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,33.79
2016,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,54.68
2016,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,41.66
2017,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,82.85
2017,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,54.66
2017,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,30.62
2017,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,37.82
2017,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,59.97
2017,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,34.12
2018,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,85.01
2018,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,50.86
2018,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,7.46
2018,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,36.63
2018,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,53.93
2018,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,50.34
2019,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,74.51
2019,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,44.57
2019,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,30.03
2019,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,27.53
2019,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,49.17
2019,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,29.87
2020,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,65.64
2020,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,45.84
2020,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,29.86
2020,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,36.62
2020,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,48.58
2020,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,36.58
2021,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,58.88
2021,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,39.77
2021,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,15.09
2021,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,36.34
2021,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,42.75
2021,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,20.15
2022,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,66.83
2022,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,45.64
2022,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,26.06
2022,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,42.56
2022,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,47.34
2022,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,36.71
2023,UNIDAD_MEDIDA.PER_100000_POP,ES,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,69.33
2023,UNIDAD_MEDIDA.PER_100000_POP,ES53,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,44.97
2023,UNIDAD_MEDIDA.PER_100000_POP,ES531_071,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,34.98
2023,UNIDAD_MEDIDA.PER_100000_POP,ES531_072,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,42.41
2023,UNIDAD_MEDIDA.PER_100000_POP,ES532,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,47.21
2023,UNIDAD_MEDIDA.PER_100000_POP,ES533,SERIE.SERIE_D,TIPO_ENFERMEDAD.NCD_CRESPD,28.99
