Year,Units,general.territorio,Serie,general.series,DIM_DES.COMPOSITE_BREAKDOWN,DIM_DES.SEX,Value
2017,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,67.21
2017,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,81.87
2017,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,64.79
2017,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,65.16
2018,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,55.22
2018,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,74.21
2018,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,6.84
2018,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,88.16
2018,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,56.77
2019,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,57.78
2019,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,75.47
2019,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,98.52
2019,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,70.49
2019,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,83.39
2020,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,42.28
2020,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,65.03
2020,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,74.46
2020,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,63.16
2020,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,66.72
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,53.10
2021,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,79.59
2021,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,76.65
2021,UNIDAD_MEDIDA.PER_100000,ES531_071,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,50.80
2021,UNIDAD_MEDIDA.PER_100000,ES531_072,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,78.62
2021,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,79.37
2021,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,86.75
2022,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,56.60
2022,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,71.89
2022,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,90.18
2022,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,72.27
2022,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,36.68
2023,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,84.97
2023,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,85.99
2023,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,84.90
2023,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_D,SERIES._L_ES_030501_02,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX._T,83.81
2015,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,93.41
2015,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,104.95
2016,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,89.85
2016,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,103.95
2016,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,138.05
2016,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,95.74
2016,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,122.00
2017,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,87.01
2017,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,96.77
2017,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,121.29
2017,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,93.19
2017,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,87.30
2018,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,86.48
2018,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,114.01
2018,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,8.48
2018,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,136.06
2018,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,90.41
2019,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,89.26
2019,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,104.99
2019,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,138.34
2019,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,97.81
2019,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,114.53
2020,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,63.96
2020,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,89.93
2020,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,101.58
2020,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,87.54
2020,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,92.15
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,80.06
2021,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,107.42
2021,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,108.80
2021,UNIDAD_MEDIDA.PER_100000,ES531_071,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,48.73
2021,UNIDAD_MEDIDA.PER_100000,ES531_072,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,113.47
2021,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,104.47
2021,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,133.00
2022,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,85.21
2022,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,96.62
2022,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,118.82
2022,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,96.59
2022,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,57.45
2023,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,118.25
2023,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,111.59
2023,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,122.23
2023,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_E,SERIES._L_ES_030501_2A,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.M,92.31
2015,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,25.98
2015,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,37.70
2016,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,25.98
2016,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,47.32
2016,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,59.14
2016,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,46.16
2016,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,38.91
2017,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,24.68
2017,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,37.71
2017,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,40.18
2017,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,36.71
2017,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,43.23
2018,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,24.98
2018,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,34.47
2018,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,5.11
2018,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,40.74
2018,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,23.45
2019,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,27.40
2019,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,45.95
2019,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,56.56
2019,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,43.42
2019,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,52.54
2020,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,21.35
2020,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,40.16
2020,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,45.95
2020,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,39.01
2020,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,41.51
2021,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,27.08
2021,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,51.85
2021,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,42.94
2021,UNIDAD_MEDIDA.PER_100000,ES531_071,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,53.07
2021,UNIDAD_MEDIDA.PER_100000,ES531_072,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,42.18
2021,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,54.56
2021,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,41.05
2022,UNIDAD_MEDIDA.PER_100000,ES,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,29.08
2022,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,47.36
2022,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,60.25
2022,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,48.36
2022,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,16.19
2023,UNIDAD_MEDIDA.PER_100000,ES53,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,51.93
2023,UNIDAD_MEDIDA.PER_100000,ES531,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,59.33
2023,UNIDAD_MEDIDA.PER_100000,ES532,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,48.16
2023,UNIDAD_MEDIDA.PER_100000,ES533,SERIE.SERIE_F,SERIES._L_ES_030501_2B,COMPOSITE_BREAKDOWN.SUD_ALCOHOL,SEX.F,75.40
